# size thread(s) cpu-cycles node-loads node-load-misses node-stores node-store-misses node-prefetches node-prefetch-misses offcore_response.all_demand_mlc_pref_reads.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.local_dram offcore_response.demand_data_rd.llc_miss.local_dram offcore_response.pf_l2_data_rd.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_dram offcore_response.pf_l2_data_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_hit_forward offcore_response.demand_data_rd.llc_miss.remote_hitm mem_load_uops_llc_miss_retired.local_dram mem_load_uops_llc_miss_retired.remote_dram
524288 24 1292251395 737227 479030 533223 83160 5747 4705 3507 521 0 0 0 0 0 0 0 0 0
524288 28 1639030530 941366 640628 753327 136176 13040 3454 3080 45 747 337 64 366 0 0 0 0 0
524288 32 1935565014 1069891 813492 1091443 286988 38126 4975 3077 29 716 530 150 512 0 0 0 0 0
524288 36 2244084852 1201674 885152 1230480 347434 54742 10750 7386 25 866 1430 119 0 0 0 0 0 0
524288 40 2590249756 1409132 1035592 1485930 480291 109258 39508 16871 87 1830 5252 444 0 0 0 0 0 0
524288 44 3023131958 1547342 1137383 1685776 682204 191791 66394 24117 75 2142 6336 251 2065 424 45454 0 0 0
524288 48 3193939406 1665411 1277688 1826631 738683 217324 74808 32213 96 3327 11675 536 3644 588 40466 0 0 0
524288 52 3634192661 1828160 1344354 2006484 808272 234753 97595 48397 50 3348 10434 606 2983 680 142474 38669 0 0
524288 56 3924877145 2087939 1512253 2157432 861518 280423 122032 71361 207 5612 18043 1120 4659 1380 0 0 0 0
524288 60 4335130165 2184028 1680938 2312065 942771 321146 172270 90684 176 6218 18565 1098 5557 2439 58319 0 0 0
524288 64 4476488369 2520219 1866692 2469651 978826 312628 165102 97939 288 5940 18147 801 6432 1994 18087 0 0 0
1048576 1 90534194 33156 16031 7955 104 67 48 12 0 5 9 1496 0 0 0 0 0 0
1048576 4 372884190 177016 114332 147287 2351 141 90 185 0 10 62 162 0 0 0 0 0 0
1048576 8 763241025 396288 282768 496734 79306 690 198 498 0 27 216 85 254 137 0 0 0 0
1048576 12 1166461519 600628 442814 913336 193199 16744 322 1280 0 103 994 140 433 318 31461 0 0 0
1048576 16 1677101592 818602 646192 1323007 391614 51627 1304 4486 8 489 2930 214 367 256 0 0 0 0
1048576 20 2141036603 1018769 853512 1825688 697045 163745 34717 17328 7 1293 12370 158 376 275 30476 26826 0 0
1048576 24 2627410214 1169246 1053613 1933630 854586 260445 76252 50772 37 2447 20655 176 383 279 27802 99691 0 4
1048576 28 3538373126 844924 1094533 2146644 1081808 416781 236829 164964 15 8018 79156 361 351 278 10856 32849 0 29
1048576 32 4221608354 1127864 1260786 2500159 1281884 488352 251726 296052 78 19275 176480 1022 810 573 11119 23637 2 140
1048576 36 5038103729 1111674 1355779 2628170 1347932 540835 306780 508555 88 41249 438040 1629 1630 881 8948 24389 0 161
1048576 40 5929652598 663472 891538 2433355 1433489 620306 405855 578317 60 76895 737110 1183 1913 812 2991 20646 3 281
1048576 44 6871370433 761911 1118858 2716119 1585648 693407 440341 950383 217 117489 1226415 1314 2369 1419 4079 19540 10 226
1048576 48 7648757438 770541 955796 2466182 1528200 758712 481223 863455 131 180646 1807453 2594 4084 1889 3730 13516 3 495
1048576 52 8536672874 841705 875245 2448288 1576632 855907 510700 982175 267 215679 2198399 1991 4611 2542 1895 9558 4 644
1048576 56 9425366413 769970 709322 2176331 1433977 1195427 596641 841198 525 243761 2248996 3117 7717 9298 4219 13805 9 519
